order_id,user_id,product_id,order_date,price,quantity,is_returned
136,2373,265,2023-08-11,84.66,2,0
137,1677,369,2024-07-21,223.62,2,0
138,4563,295,2025-03-19,114.91,3,0
139,4820,237,2023-08-10,413.71,2,1
140,92,229,2024-10-18,482.85,3,0
141,4021,216,2025-07-06,420.0,3,0
142,2918,341,2024-05-06,15.77,3,0
143,4424,81,2024-06-26,77.4,1,0
144,91,495,2024-02-03,27.52,1,0
145,157,233,2023-12-01,373.29,2,0
146,2738,244,2025-07-15,14.59,3,0
147,2794,159,2023-10-22,138.19,3,0
148,2764,222,2025-07-07,119.45,3,0
149,2206,407,2024-07-12,146.98,1,0
150,1527,286,2024-10-30,58.61,1,0
151,1217,423,2024-03-27,459.59,4,0
152,4826,341,2024-01-24,167.74,3,0
153,3937,336,2025-03-20,185.56,4,0
154,4555,322,2024-04-28,37.98,2,0
155,4168,130,2024-12-27,19.27,2,0
156,2624,76,2024-11-29,445.93,3,0
157,304,63,2024-03-04,221.17,3,0
158,1748,273,2023-12-08,388.01,4,0
159,1742,252,2024-02-28,405.38,3,0
160,3215,475,2024-10-25,438.37,4,0
161,3803,192,2024-08-03,38.69,2,0
162,2380,479,2024-03-29,339.81,2,0
163,489,473,2023-08-09,46.7,1,0
164,4188,139,2024-02-13,55.75,4,0
165,2985,305,2023-09-29,73.38,4,0
166,1669,127,2023-09-30,265.86,1,0
167,3522,146,2025-05-10,408.44,4,0
168,495,213,2025-03-15,435.19,4,0
169,2118,429,2024-03-12,422.44,4,0
170,3088,296,2023-09-20,31.21,4,0
171,4829,375,2023-08-09,55.96,3,0
172,1281,467,2024-07-26,401.16,1,0
173,3505,500,2024-08-27,421.93,2,0
174,3076,196,2023-07-26,243.34,4,0
175,2743,325,2025-01-31,293.07,2,1
176,1547,75,2025-05-14,457.67,1,0
177,4832,458,2024-04-02,75.91,1,0
178,3191,102,2024-07-01,309.58,2,0
179,2495,120,2024-11-04,80.12,3,0
180,2771,100,2024-12-14,277.86,2,0
181,2193,437,2024-09-06,375.05,2,1
182,1225,278,2024-05-04,288.71,2,0
183,3182,429,2025-06-03,445.6,2,0
184,1820,132,2024-10-16,213.18,2,0
185,1240,266,2023-08-19,76.07,4,0
186,604,297,2024-08-27,178.09,4,0
187,3199,462,2023-11-02,241.74,1,0
188,3484,71,2025-04-01,364.71,4,0
189,4365,220,2024-08-04,451.76,4,0
190,2428,125,2024-08-18,294.78,4,0
191,3006,187,2023-10-28,286.17,2,0
192,4511,376,2024-12-14,21.7,1,0
193,3476,158,2025-05-30,280.35,4,0
194,2888,195,2025-06-10,485.68,4,0
195,142,298,2024-06-19,372.82,1,1
196,2606,68,2025-01-11,403.91,1,0
197,1150,38,2023-09-04,193.48,1,0
198,3185,370,2025-06-24,46.6,3,0
199,1989,115,2024-04-26,345.87,1,0
200,1043,414,2025-05-11,497.48,1,0
201,817,140,2025-01-20,128.51,3,0
202,13,454,2024-05-04,406.7,2,0
203,3165,182,2024-05-25,336.07,4,0
204,941,50,2023-11-14,42.74,1,0
205,767,207,2023-10-06,189.15,1,0
206,1833,383,2024-12-17,107.23,2,0
207,2995,52,2024-09-10,118.6,1,0
208,540,419,2024-11-27,221.16,2,0
209,917,270,2024-07-13,383.62,4,0
210,313,311,2023-08-22,428.08,3,0
211,2624,459,2023-12-16,74.98,1,0
212,352,145,2024-07-27,159.05,1,0
213,3690,308,2023-09-05,329.97,3,0
214,3266,472,2024-02-13,437.39,2,0
215,4437,33,2023-12-04,70.52,1,0
216,2692,50,2023-07-28,139.44,1,0
217,4673,71,2024-07-02,302.37,2,0
218,807,434,2025-01-09,113.65,2,0
219,4774,144,2024-07-02,416.12,2,0
220,519,28,2023-12-21,137.61,1,0
221,1885,35,2025-07-11,164.81,4,0
222,2932,359,2024-06-03,227.01,2,0
223,2809,467,2025-05-29,430.33,4,0
224,1648,367,2025-01-01,409.58,4,0
225,1534,395,2023-11-11,220.72,1,0
226,2252,249,2024-03-22,253.73,1,0
227,3090,108,2024-03-30,461.91,1,0
228,1893,380,2023-11-05,64.71,1,0
229,3851,475,2024-10-03,40.11,2,0
230,45,467,2024-01-28,324.61,1,0
231,15,132,2023-12-13,293.65,3,0
232,1886,83,2023-10-21,165.93,3,0
233,4610,65,2025-01-04,335.29,4,0
234,2840,211,2024-07-22,301.35,1,0
235,379,417,2023-09-30,196.55,4,0
236,1230,54,2024-01-04,369.45,2,1
237,3949,110,2025-02-28,24.19,1,0
238,1855,113,2025-04-18,86.33,3,0
239,511,171,2023-10-13,365.05,4,0
240,3685,130,2025-07-03,113.58,1,0
241,3146,475,2024-05-04,12.81,2,0
242,4173,257,2024-09-20,279.56,1,0
243,1582,58,2025-02-18,131.19,1,1
244,3218,211,2023-08-06,447.13,2,1
245,907,270,2024-01-30,363.81,4,0
246,3367,157,2025-05-01,486.81,2,0
247,3386,452,2025-01-22,14.26,3,0
248,2964,355,2023-09-24,359.35,4,0
249,169,114,2024-08-22,472.0,1,0
250,2839,435,2025-01-22,495.25,3,0
251,4047,392,2025-07-03,139.74,3,0
252,3261,117,2024-12-27,196.86,3,0
253,3918,436,2023-10-30,37.34,3,0
254,3500,155,2023-09-03,109.83,4,0
255,4823,44,2025-05-27,18.89,2,0
256,1345,393,2024-04-14,239.26,3,0
257,4271,100,2025-06-21,463.45,2,0
258,746,329,2025-04-30,472.5,2,0
259,3961,476,2024-11-19,116.24,3,1
260,4042,159,2024-03-12,75.45,2,0
261,1523,445,2025-05-12,271.37,1,0
262,1850,417,2024-07-20,359.82,1,0
263,1421,246,2025-05-14,23.28,3,0
264,4678,179,2024-09-01,466.65,2,0
265,4698,226,2025-03-11,201.09,3,1
266,21,233,2024-02-23,269.47,2,0
267,1338,291,2023-10-19,106.54,1,0
268,2633,119,2025-07-05,311.86,2,0
269,4341,79,2024-12-28,372.66,1,0
270,509,198,2024-05-21,173.63,1,0
271,4505,434,2023-09-01,148.57,2,0
272,4297,213,2023-11-24,183.9,1,0
273,775,230,2024-04-28,418.31,4,0
274,2598,37,2025-07-16,456.18,4,0
275,2257,33,2025-01-24,264.5,2,0
276,3036,401,2025-03-23,438.59,1,0
277,887,242,2024-03-13,426.93,4,0
278,3184,156,2023-10-17,328.25,4,1
279,4177,211,2023-11-09,267.44,4,0
280,3181,476,2024-12-08,364.07,4,0
281,4957,39,2023-12-10,314.82,4,0
282,1264,390,2024-01-05,268.02,1,0
283,3021,96,2023-09-09,353.99,1,0
284,2810,250,2024-02-04,327.82,1,0
285,3957,307,2025-02-11,470.5,2,0
286,551,187,2024-10-29,241.06,1,0
287,1348,17,2023-11-23,252.87,4,0
288,4371,437,2023-12-10,217.62,3,0
289,475,94,2023-11-09,73.66,2,0
290,4108,320,2024-09-12,18.77,1,0
291,2868,247,2024-06-21,483.52,1,0
292,1558,391,2025-05-14,226.79,1,0
293,3462,288,2023-12-28,257.7,3,0
294,1427,452,2023-11-17,58.08,2,0
295,3725,113,2025-02-19,437.93,4,0
296,2492,107,2023-12-20,435.75,1,0
297,3776,126,2025-07-23,330.62,2,0
298,3708,110,2023-10-15,291.06,1,0
299,352,158,2024-04-28,444.19,3,0
300,2147,96,2023-10-03,400.39,1,0
301,4517,484,2024-10-28,318.47,4,0
302,329,78,2024-01-25,206.29,2,0
303,4907,8,2024-06-21,28.94,3,0
304,2775,345,2025-03-25,234.21,4,0
305,1276,222,2023-11-14,56.24,4,0
306,603,374,2025-06-08,281.41,1,0
307,4760,380,2024-09-21,203.16,1,0
308,3286,11,2025-03-12,125.51,4,0
309,2372,100,2023-11-18,475.72,4,0
310,769,285,2024-12-09,332.2,2,0
311,1584,193,2024-04-25,318.31,4,0
312,4782,237,2024-11-28,160.02,3,0
313,866,298,2024-07-19,157.63,3,0
314,247,480,2023-10-14,187.53,4,1
315,4844,148,2024-05-26,101.92,1,0
316,352,137,2024-05-07,439.18,1,0
317,730,170,2024-12-02,263.64,1,0
318,355,93,2024-05-10,244.11,3,0
319,4393,474,2025-07-22,304.73,1,0
320,1263,81,2025-06-05,431.33,1,0
321,2455,120,2024-07-09,16.34,1,0
322,4665,69,2024-04-24,437.69,3,0
323,3624,179,2024-10-17,150.84,4,0
324,3841,75,2023-11-02,97.88,2,0
325,4847,412,2025-01-25,68.24,1,0
326,878,182,2025-02-20,183.99,3,0
327,2929,256,2024-01-12,17.05,4,0
328,2143,441,2025-06-23,448.06,3,0
329,4793,355,2024-03-04,444.44,3,0
330,3549,436,2025-03-24,446.07,1,0
331,4,216,2024-06-29,109.95,4,1
332,3292,289,2024-06-12,153.63,3,0
333,4747,82,2023-12-17,131.49,2,0
334,1870,13,2024-04-11,211.44,4,0
335,4716,329,2023-07-26,378.62,4,0
336,761,244,2025-03-13,18.92,2,0
337,2288,203,2024-06-20,346.63,4,0
338,1014,467,2023-11-22,134.02,2,0
339,3541,130,2024-11-29,120.37,4,0
340,4253,126,2024-09-02,98.79,2,1
341,346,38,2023-10-27,136.85,1,0
342,4994,99,2025-07-08,30.42,1,0
343,3324,226,2024-01-18,178.38,4,0
344,730,306,2023-08-10,53.05,2,0
345,999,99,2024-05-05,138.88,3,0
346,704,72,2024-08-25,340.38,4,0
347,293,257,2024-07-16,263.34,3,0
348,3823,304,2023-08-08,92.13,1,0
349,404,442,2025-03-16,491.11,4,0
350,1535,347,2024-03-30,131.72,3,0
351,4710,323,2024-02-05,268.35,1,0
352,141,163,2024-04-27,38.72,3,0
353,3805,111,2023-11-05,432.19,4,0
354,4244,212,2024-04-22,482.31,3,0
355,2469,88,2025-03-11,267.7,2,0
356,4350,31,2023-08-24,261.6,3,0
357,4162,237,2023-09-20,470.26,4,0
358,2091,466,2025-06-27,150.82,2,0
359,557,241,2025-04-06,254.32,1,0
360,3887,200,2024-11-05,209.18,1,0
361,1083,419,2024-02-16,191.51,1,0
362,4258,120,2024-11-05,195.09,1,0
363,119,327,2023-12-23,271.2,4,0
364,3200,83,2024-11-25,92.62,1,0
365,377,51,2024-05-05,117.7,1,0
366,2602,304,2023-12-02,215.21,4,0
367,3223,258,2024-06-25,428.03,2,0
368,218,230,2023-10-04,111.75,4,0
369,3103,40,2023-10-02,152.91,1,0
370,4735,319,2024-02-13,71.04,1,0
371,3390,109,2024-11-04,280.49,2,0
372,2100,434,2025-02-04,321.84,2,0
373,4726,415,2023-10-17,220.14,2,0
374,4543,292,2025-05-23,263.97,3,0
375,4048,21,2023-12-02,297.42,4,0
376,4280,258,2024-06-17,429.99,1,0
377,1470,227,2024-05-18,293.32,1,0
378,3983,336,2023-12-20,154.1,1,0
379,2718,436,2025-04-07,208.86,4,0
380,3178,88,2025-06-01,166.32,3,0
381,3345,125,2023-12-27,487.62,1,0
382,2930,333,2024-01-26,114.13,2,0
383,2596,440,2023-10-23,409.22,2,0
384,2541,80,2024-07-03,217.86,1,0
385,4703,345,2023-12-19,343.51,2,1
386,1231,241,2025-07-08,322.79,3,0
387,4268,30,2025-04-03,42.65,2,0
388,2617,290,2024-06-19,85.76,1,1
389,698,290,2023-08-02,242.2,1,0
390,1035,351,2023-11-16,119.85,3,0
391,4800,163,2025-02-10,364.24,2,1
392,4749,67,2023-12-31,468.42,2,0
393,3981,37,2023-12-27,29.85,4,0
394,310,456,2023-07-31,25.55,1,0
395,1906,488,2023-10-21,304.05,1,0
396,4693,312,2024-11-03,120.43,3,0
397,2960,405,2024-07-19,30.78,1,0
398,146,190,2025-07-17,23.1,4,0
399,1384,481,2025-04-05,449.58,1,0
400,2221,17,2024-03-17,74.47,4,0
401,3429,425,2024-11-05,92.52,3,0
402,1447,109,2023-11-28,90.95,1,0
403,3575,256,2024-05-26,373.89,3,0
404,4958,6,2024-06-27,282.45,4,0
405,836,496,2025-03-13,20.69,4,0
406,2951,331,2024-09-09,434.2,3,0
407,306,372,2025-02-05,51.99,1,0
408,4304,479,2023-11-23,193.75,1,0
409,2633,135,2024-06-17,356.57,1,0
410,1924,303,2025-07-03,45.02,1,0
411,1278,429,2023-12-03,210.95,4,0
412,402,185,2025-06-12,466.61,4,1
413,4657,306,2024-10-17,254.94,3,0
414,4378,370,2024-02-15,304.12,2,0
415,2701,450,2025-03-27,56.42,1,0
416,4732,207,2025-02-12,27.65,2,0
417,944,429,2023-11-13,179.62,3,0
418,4261,180,2023-10-06,255.03,1,0
419,4425,383,2024-07-10,490.92,3,0
420,2459,163,2024-09-10,164.71,4,0
421,1736,178,2024-02-19,486.42,4,0
422,1091,40,2024-06-26,431.13,4,0
423,1882,226,2024-02-01,391.33,1,0
424,3719,59,2025-04-04,413.12,1,0
425,3204,335,2024-08-12,78.85,4,0
426,582,293,2024-06-14,29.73,3,0
427,358,454,2024-02-01,244.54,3,0
428,763,242,2025-06-05,168.79,3,0
429,642,375,2024-03-01,36.08,1,0
430,3003,200,2024-05-08,317.58,1,0
431,942,498,2024-06-25,216.16,3,1
432,617,258,2023-09-12,485.3,1,0
433,3572,104,2024-07-01,220.52,4,0
434,2175,36,2024-12-02,340.9,2,0
435,2851,83,2023-09-27,376.56,3,0
436,3003,104,2025-04-24,332.87,1,0
437,3513,212,2025-04-03,483.2,2,1
438,3697,281,2025-01-05,204.73,2,0
439,1030,42,2024-03-02,339.0,1,0
440,226,496,2024-07-07,349.04,1,0
441,3471,362,2024-09-14,365.04,4,0
442,62,257,2025-05-18,311.98,2,0
443,1180,116,2024-07-23,360.17,4,0
444,363,442,2024-12-06,15.43,1,0
445,3618,412,2023-08-06,24.35,4,0
446,4344,449,2024-05-03,402.81,4,0
447,588,330,2024-06-08,306.89,4,0
448,3182,250,2025-06-17,480.72,3,0
449,2615,487,2025-05-01,492.92,2,0
450,1362,403,2024-02-02,361.48,3,0
451,3977,6,2024-12-31,475.38,1,0
452,2458,91,2025-03-20,434.73,1,0
453,4098,266,2024-09-14,387.65,4,0
454,4573,46,2025-06-24,51.45,1,0
455,1524,418,2025-02-24,329.06,3,0
456,4518,116,2025-02-13,422.52,1,0
457,3614,162,2025-05-23,47.97,4,0
458,3565,46,2024-11-13,21.61,4,1
459,216,182,2023-08-24,244.88,1,1
460,448,463,2023-12-20,199.18,4,0
461,4793,217,2024-06-23,457.18,1,0
462,2873,365,2024-10-30,289.99,3,0
463,2743,269,2023-08-31,316.67,4,0
464,586,98,2023-11-15,458.88,3,1
465,2622,391,2025-01-18,46.44,1,0
466,980,264,2025-04-27,378.68,2,0
467,4285,6,2025-04-30,109.76,1,0
468,1421,53,2025-03-20,491.12,4,0
469,4858,235,2025-05-12,476.87,2,1
470,438,240,2025-05-31,231.98,4,0
471,1666,202,2024-06-25,269.94,3,0
472,137,251,2025-05-10,374.41,1,1
473,2457,300,2025-02-03,393.13,3,1
474,4589,354,2025-02-01,202.81,4,0
475,1720,306,2025-02-21,374.07,3,0
476,4529,18,2023-08-18,463.15,2,0
477,1530,268,2024-01-08,276.9,1,0
478,4991,413,2024-08-09,460.6,4,0
479,4039,11,2024-06-05,434.44,3,0
480,3245,96,2024-12-28,183.3,2,0
481,2581,169,2023-08-15,240.02,4,0
482,2637,474,2025-04-12,26.23,2,0
483,2456,339,2025-05-26,435.58,1,0
484,2507,305,2024-09-19,207.98,3,0
485,3619,440,2024-03-31,79.42,1,0
486,4056,385,2024-06-28,399.26,3,0
487,1090,429,2024-05-13,461.41,1,0
488,336,291,2024-05-04,148.83,3,0
489,4268,135,2024-09-16,133.81,4,0
490,259,45,2023-10-21,289.81,3,0
491,2960,445,2024-12-24,222.84,1,0
492,2036,85,2025-07-13,282.55,4,0
493,2302,428,2024-08-08,70.04,2,0
494,4873,289,2024-04-12,278.79,3,0
495,3964,269,2023-07-30,481.88,2,1
496,3212,194,2024-04-19,10.8,1,0
497,2882,128,2024-12-30,100.47,4,0
498,4318,164,2025-07-07,125.54,2,0
499,4763,477,2025-03-20,123.57,2,0
500,774,416,2024-04-01,307.69,4,0
501,3556,138,2025-05-31,409.56,2,0
502,3539,249,2023-08-08,349.87,3,0
503,4082,44,2023-12-02,155.97,4,0
504,2446,85,2024-11-05,336.15,1,0
505,4812,314,2023-09-10,303.67,1,0
506,3138,457,2023-09-27,455.47,3,0
507,4079,5,2024-08-29,297.51,4,0
508,2239,235,2025-02-14,227.27,4,0
509,1300,426,2024-10-22,346.74,3,0
510,557,428,2023-11-14,432.81,2,0
511,2125,170,2025-06-03,454.22,3,0
512,1977,282,2024-04-28,474.46,1,0
513,1723,151,2024-02-01,72.54,3,0
514,3346,433,2024-11-25,140.2,2,0
515,15,140,2025-05-27,357.58,2,0
516,4813,66,2025-03-20,400.81,4,0
517,2263,160,2024-02-23,263.73,3,0
518,3855,408,2024-07-01,114.15,2,0
519,104,112,2023-12-31,105.4,4,0
520,3498,380,2024-05-24,340.45,3,0
521,734,98,2023-11-29,413.78,3,1
522,2738,46,2024-01-07,222.54,2,0
523,1667,487,2024-08-20,416.91,1,0
524,996,156,2023-08-02,302.7,2,0
525,388,463,2024-02-02,476.16,1,0
526,3002,101,2025-04-28,450.44,3,0
527,3420,201,2024-01-12,342.61,4,0
528,3670,396,2024-02-17,186.02,1,0
529,1272,397,2024-01-17,421.38,3,0
530,2906,87,2024-02-06,38.78,1,0
531,4537,356,2024-03-12,152.15,1,0
532,3430,285,2024-12-26,354.83,2,0
533,4240,196,2024-11-06,353.5,2,0
534,332,119,2025-06-01,239.88,1,0
535,4362,250,2024-08-21,357.94,3,0
536,3413,139,2024-12-30,426.46,2,0
537,4253,481,2025-04-24,456.94,2,0
538,1849,41,2023-12-22,111.83,2,0
539,3663,242,2023-12-21,327.93,4,0
540,2838,289,2023-12-20,153.06,2,0
541,980,467,2024-12-02,216.13,1,0
542,2952,421,2024-06-08,447.22,2,0
543,749,397,2023-10-18,372.75,2,0
544,3395,93,2023-12-10,290.27,4,0
545,3462,407,2024-06-25,406.82,2,0
546,4909,93,2024-06-11,294.01,3,0
547,1947,115,2024-07-26,313.19,4,0
548,2258,344,2024-02-08,110.88,4,0
549,1787,414,2024-12-14,106.35,2,0
550,1724,468,2024-05-02,135.19,4,0
551,533,49,2024-04-30,153.33,2,0
552,3323,86,2025-04-26,468.14,2,1
553,3104,204,2023-10-29,488.36,1,0
554,2078,286,2023-08-01,12.28,1,0
555,3838,89,2023-08-30,469.63,2,0
556,1766,489,2025-05-20,237.13,4,0
557,3901,273,2024-03-12,343.29,4,0
558,2821,108,2025-01-29,154.88,3,0
559,618,255,2023-10-26,478.86,3,0
560,3994,478,2024-12-29,192.04,4,0
561,527,279,2024-12-18,27.67,4,0
562,2966,265,2024-08-26,28.85,3,0
563,2305,363,2024-02-19,458.86,3,0
564,964,367,2024-07-31,156.22,2,0
565,1214,231,2023-10-25,257.07,3,0
566,241,429,2024-08-17,252.08,4,0
567,3287,42,2023-09-16,158.79,3,0
568,2820,470,2024-05-20,350.35,3,0
569,292,429,2024-10-27,402.86,4,1
570,1947,372,2023-07-28,353.57,2,0
571,2656,428,2025-05-21,133.03,3,0
572,4256,495,2025-04-05,141.38,4,1
573,2181,75,2024-09-20,405.51,2,0
574,1856,367,2024-01-30,225.07,2,0
575,3005,80,2023-09-27,231.71,1,0
576,968,416,2023-12-05,496.0,2,0
577,882,467,2024-07-31,420.34,4,0
578,756,155,2025-07-09,401.57,1,1
579,143,73,2023-08-25,347.63,2,1
580,1078,189,2024-11-01,303.76,2,0
581,4496,398,2023-10-07,285.95,3,0
582,2712,466,2025-06-09,409.66,1,0
583,639,226,2024-02-26,60.14,4,0
584,4405,461,2024-10-06,187.15,3,0
585,3491,8,2024-05-14,251.92,3,0
586,1799,487,2025-04-28,409.22,2,0
587,4449,450,2025-07-23,72.41,1,0
588,343,384,2025-05-21,385.0,2,0
589,3788,91,2023-10-08,71.49,2,0
590,1801,436,2023-11-09,373.83,4,0
591,1273,458,2023-12-05,305.13,3,1
592,2897,259,2024-10-08,30.58,3,0
593,645,223,2023-10-29,237.02,1,0
594,4341,177,2024-05-16,360.17,4,0
595,3653,199,2025-05-22,199.67,3,1
596,4915,181,2025-07-09,111.38,1,0
597,539,464,2024-02-20,40.28,4,0
598,1727,466,2024-09-14,10.33,2,0
599,4446,172,2025-04-22,54.45,2,1
600,3559,293,2025-06-01,197.16,4,0
601,3953,434,2024-05-29,394.64,3,0
602,1416,304,2025-04-18,384.4,3,0
603,789,65,2023-10-09,262.13,2,0
604,1098,207,2024-05-09,260.33,3,0
605,1596,149,2025-01-26,434.12,2,0
606,3309,428,2025-02-16,182.16,1,0
607,3439,155,2024-02-04,353.82,2,0
608,3092,254,2025-05-02,464.05,1,0
609,3631,177,2024-11-29,284.14,3,0
610,1100,89,2024-09-17,425.96,4,0
611,3227,161,2024-05-23,228.21,1,0
612,4783,416,2024-10-24,186.16,3,1
613,1423,111,2025-01-15,332.11,1,0
614,4297,418,2025-03-17,326.38,1,0
615,1583,54,2023-12-03,422.64,3,0
616,1269,133,2024-07-20,281.93,2,0
617,2375,479,2024-03-31,479.99,3,0
618,1578,292,2025-03-28,147.55,4,0
619,819,30,2024-03-23,346.84,3,0
620,495,227,2024-12-31,184.51,4,0
621,2332,385,2023-09-17,445.96,3,0
622,2373,125,2025-01-11,307.73,3,0
623,2795,199,2024-06-14,62.55,1,0
624,3487,128,2025-05-03,103.08,1,0
625,4088,443,2023-08-09,247.14,4,0
626,1734,328,2023-10-13,389.61,1,1
627,931,412,2023-12-15,408.94,2,0
628,220,23,2024-06-01,61.71,1,0
629,233,274,2024-03-13,129.95,4,0
630,915,120,2025-02-27,126.61,3,0
631,1244,95,2025-06-25,243.89,4,0
632,3781,448,2024-10-13,470.24,3,1
633,3194,242,2023-12-23,267.44,3,0
634,3924,73,2024-07-20,362.39,1,0
635,14,306,2025-07-07,276.54,2,0
636,390,197,2024-04-06,129.63,2,0
637,46,374,2024-03-25,445.88,2,0
638,486,195,2023-11-09,266.98,4,0
639,39,476,2024-12-31,299.61,4,0
640,4472,117,2023-08-22,125.7,4,0
